query,approach,pipeline_id,computeSamples,eliminateSingletons,htAlloc,htBuild,htBuildBloomFilter,htBuildTotal,htBuildTree,htCollectAndSort,htCountUniqueKeys,joinOptimize,pipelineCompile,pipelineExec,scanBuild
13c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
13d,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13d,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1111.000,0.000,0.000
13d,old,2,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
13d,old,3,0.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
13d,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1448.000,7.000,0.000
13d,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1224.000,11.000,0.000
13d,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13d,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
13d,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000
13d,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000
13d,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000
13d,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13d,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000
13d,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
13d,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000
13d,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000
14a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1152.000,0.000,0.000
14a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1287.000,0.000,0.000
14a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1246.000,0.000,0.000
14a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1363.000,0.000,0.000
14a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1104.000,0.000,0.000
14b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1225.000,0.000,0.000
14b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1438.000,0.000,0.000
14b,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14b,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1161.000,0.000,0.000
14c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1203.000,0.000,0.000
14c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1282.000,0.000,0.000
14c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1312.000,0.000,0.000
14c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14c,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
14c,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000
14c,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1112.000,0.000,0.000
15a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1148.000,0.000,0.000
15a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1214.000,0.000,0.000
15a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1163.000,0.000,0.000
15a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1360.000,1.000,0.000
15a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1155.000,0.000,0.000
15a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
15a,old,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15a,old,24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1113.000,0.000,0.000
15b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1172.000,0.000,0.000
15b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1221.000,0.000,0.000
15b,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1242.000,0.000,0.000
15b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1279.000,0.000,0.000
15b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15b,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000
15b,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1171.000,0.000,0.000
15c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1206.000,0.000,0.000
15c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1459.000,1.000,0.000
15c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1246.000,0.000,0.000
15c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1441.000,0.000,0.000
15c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1501.000,1.000,0.000
15c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1243.000,0.000,0.000
15c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
15c,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15c,old,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
15c,old,24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1270.000,0.000,0.000
15d,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1265.000,0.000,0.000
15d,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1412.000,0.000,0.000
15d,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1256.000,0.000,0.000
15d,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1353.000,0.000,0.000
15d,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1248.000,1.000,0.000
15d,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1236.000,0.000,0.000
15d,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
15d,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15d,old,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
15d,old,24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1242.000,1.000,0.000
16a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1253.000,0.000,0.000
16a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1353.000,1.000,0.000
16a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1230.000,0.000,0.000
16a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1244.000,8.000,0.000
16a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1306.000,0.000,0.000
16a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1246.000,1.000,0.000
16a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000
16a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000
16a,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16a,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1173.000,1.000,0.000
16b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1245.000,2.000,0.000
16b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1239.000,2.000,0.000
16b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1312.000,1.000,0.000
16b,old,5,0.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
16b,old,6,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1216.000,12.000,0.000
16b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1311.000,32.000,0.000
16b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16b,old,12,0.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
16b,old,13,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000
16b,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000
16b,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16b,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16b,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16b,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16b,old,19,0.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
16b,old,20,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000
16b,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000
16c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1166.000,1.000,0.000
16c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1258.000,0.000,0.000
16c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1350.000,1.000,0.000
16c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1270.000,0.000,0.000
16c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000
16c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1336.000,2.000,0.000
16c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1255.000,4.000,0.000
16c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000
16c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
16c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16c,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000
16c,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16c,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
16d,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16d,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1170.000,1.000,0.000
16d,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1254.000,0.000,0.000
