query,approach,pipeline_id,computeSamples,eliminateSingletons,htAlloc,htBuild,htBuildBloomFilter,htBuildTotal,htBuildTree,htCollectAndSort,htCountUniqueKeys,joinOptimize,pipelineCompile,pipelineExec,scanBuild
16b,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.000,60.000,0.000
16b,new,8,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
16b,new,9,0.000,0.000,0.000,0.000,3.000,7.000,0.000,4.000,0.000,0.000,0.000,10.000,0.000
16b,new,10,0.000,0.000,0.000,0.000,3.000,10.000,0.000,7.000,0.000,0.000,0.000,17.000,0.000
16b,new,11,0.000,0.000,0.000,0.000,1.000,5.000,0.000,3.000,0.000,0.000,0.000,7.000,0.000
16b,new,12,0.000,0.000,0.000,0.000,23.000,79.000,1.000,53.000,1.000,0.000,0.000,83.000,0.000
16b,new,13,0.000,0.000,0.000,0.000,40.000,92.000,2.000,47.000,2.000,0.000,0.000,161.000,0.000
16b,new,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.000,0.000
16b,new,15,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
16b,new,16,0.000,0.000,0.000,0.000,3.000,7.000,0.000,4.000,0.000,0.000,0.000,10.000,0.000
16b,new,17,0.000,0.000,0.000,0.000,3.000,11.000,0.000,7.000,0.000,0.000,0.000,17.000,0.000
16b,new,18,0.000,0.000,0.000,0.000,1.000,5.000,0.000,3.000,0.000,0.000,0.000,7.000,0.000
16b,new,19,0.000,0.000,0.000,0.000,23.000,80.000,1.000,55.000,1.000,0.000,0.000,84.000,0.000
16b,new,20,0.000,0.000,0.000,0.000,40.000,92.000,2.000,47.000,2.000,0.000,0.000,161.000,0.000
16b,new,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.000,0.000
16c,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16c,new,1,0.000,0.000,0.000,0.000,3.000,7.000,0.000,4.000,0.000,0.000,114.000,9.000,0.000
16c,new,2,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,143.000,4.000,0.000
16c,new,3,0.000,0.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,139.000,9.000,0.000
16c,new,4,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,134.000,7.000,0.000
16c,new,5,0.000,0.000,0.000,0.000,2.000,5.000,0.000,3.000,0.000,0.000,0.000,44.000,0.000
16c,new,6,0.000,0.000,0.000,0.000,6.000,15.000,0.000,7.000,0.000,0.000,111.000,33.000,0.000
16c,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.000,15.000,0.000
16c,new,8,0.000,0.000,0.000,0.000,1.000,4.000,0.000,2.000,0.000,0.000,0.000,5.000,0.000
16c,new,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
16c,new,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000
16c,new,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000
16c,new,12,0.000,0.000,0.000,0.000,2.000,5.000,0.000,3.000,0.000,0.000,0.000,37.000,0.000
16c,new,13,0.000,0.000,0.000,0.000,7.000,15.000,0.000,8.000,0.000,0.000,0.000,24.000,0.000
16c,new,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000
16c,new,15,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
16c,new,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
16c,new,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
16c,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
16c,new,19,0.000,0.000,0.000,0.000,2.000,5.000,0.000,3.000,0.000,0.000,0.000,34.000,0.000
16c,new,20,0.000,0.000,0.000,0.000,7.000,15.000,0.000,8.000,0.000,0.000,0.000,24.000,0.000
16c,new,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000
16d,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16d,new,1,0.000,0.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,207.000,5.000,0.000
16d,new,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,205.000,3.000,0.000
16d,new,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,155.000,12.000,0.000
16d,new,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,137.000,0.000,0.000
16d,new,5,0.000,0.000,0.000,0.000,1.000,4.000,0.000,2.000,0.000,0.000,116.000,70.000,0.000
16d,new,6,0.000,0.000,0.000,0.000,6.000,13.000,0.000,6.000,0.000,0.000,110.000,26.000,0.000
16d,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.000,13.000,0.000
16d,new,8,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,0.000,5.000,0.000
16d,new,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
16d,new,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000
16d,new,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16d,new,12,0.000,0.000,0.000,0.000,1.000,4.000,0.000,2.000,0.000,0.000,0.000,58.000,0.000
16d,new,13,0.000,0.000,0.000,0.000,8.000,16.000,0.000,7.000,0.000,0.000,0.000,29.000,0.000
16d,new,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000
16d,new,15,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
16d,new,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16d,new,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000
16d,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
16d,new,19,0.000,0.000,0.000,0.000,2.000,5.000,0.000,2.000,0.000,0.000,0.000,59.000,0.000
16d,new,20,0.000,0.000,0.000,0.000,8.000,17.000,0.000,8.000,0.000,0.000,0.000,29.000,0.000
16d,new,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000
17a,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17a,new,1,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,133.000,7.000,0.000
17a,new,2,0.000,0.000,0.000,0.000,4.000,12.000,0.000,8.000,0.000,0.000,113.000,19.000,0.000
17a,new,3,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,121.000,10.000,0.000
17a,new,4,0.000,0.000,0.000,0.000,11.000,31.000,0.000,19.000,0.000,0.000,0.000,33.000,0.000
17a,new,5,0.000,0.000,0.000,0.000,1.000,5.000,0.000,4.000,0.000,0.000,116.000,13.000,0.000
17a,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,183.000,83.000,0.000
17a,new,7,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
17a,new,8,0.000,0.000,0.000,0.000,5.000,19.000,0.000,13.000,0.000,0.000,0.000,36.000,0.000
17a,new,9,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,0.000,14.000,0.000
17a,new,10,0.000,0.000,0.000,0.000,13.000,38.000,0.000,23.000,0.000,0.000,0.000,42.000,0.000
17a,new,11,0.000,0.000,0.000,0.000,1.000,6.000,0.000,4.000,0.000,0.000,0.000,18.000,0.000
17a,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.000,0.000
17a,new,13,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,0.000,5.000,0.000
17a,new,14,0.000,0.000,0.000,0.000,4.000,14.000,0.000,9.000,0.000,0.000,0.000,26.000,0.000
17a,new,15,0.000,0.000,0.000,0.000,1.000,5.000,0.000,4.000,0.000,0.000,0.000,13.000,0.000
17a,new,16,0.000,0.000,0.000,0.000,11.000,33.000,0.000,20.000,0.000,0.000,0.000,35.000,0.000
17a,new,17,0.000,0.000,0.000,0.000,1.000,6.000,0.000,4.000,0.000,0.000,0.000,19.000,0.000
17a,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.000,0.000
17b,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17b,new,1,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,117.000,6.000,0.000
17b,new,2,0.000,0.000,0.000,0.000,4.000,9.000,0.000,4.000,0.000,0.000,110.000,14.000,0.000
17b,new,3,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000
17b,new,4,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,112.000,6.000,0.000
17b,new,5,0.000,0.000,0.000,0.000,4.000,7.000,0.000,2.000,0.000,0.000,109.000,65.000,0.000
17b,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,130.000,9.000,0.000
17b,new,7,0.000,0.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
17b,new,8,0.000,0.000,0.000,0.000,3.000,9.000,0.000,4.000,0.000,0.000,0.000,18.000,0.000
17b,new,9,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000
17b,new,10,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,9.000,0.000
17b,new,11,0.000,0.000,0.000,0.000,1.000,4.000,0.000,2.000,0.000,0.000,0.000,57.000,0.000
17b,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000
17b,new,13,0.000,0.000,0.000,0.000,7.000,8.000,0.000,1.000,0.000,0.000,0.000,9.000,0.000
17b,new,14,0.000,0.000,0.000,0.000,8.000,13.000,0.000,4.000,0.000,0.000,0.000,22.000,0.000
17b,new,15,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000
17b,new,16,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,6.000,0.000
17b,new,17,0.000,0.000,0.000,0.000,1.000,4.000,0.000,2.000,0.000,0.000,0.000,59.000,0.000
17b,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000
17c,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17c,new,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.000,0.000,0.000
17c,new,2,0.000,0.000,0.000,0.000,3.000,4.000,0.000,1.000,0.000,0.000,112.000,5.000,0.000
17c,new,3,0.000,0.000,0.000,0.000,3.000,9.000,0.000,4.000,0.000,0.000,0.000,19.000,0.000
17c,new,4,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,117.000,12.000,0.000
17c,new,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140.000,65.000,0.000
17c,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,134.000,0.000,0.000
17c,new,7,0.000,0.000,0.000,0.000,0.000,4.000,4.000,0.000,0.000,0.000,0.000,4.000,0.000
17c,new,8,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,0.000,4.000,0.000
17c,new,9,0.000,0.000,0.000,0.000,8.000,17.000,0.000,9.000,0.000,0.000,0.000,26.000,0.000
17c,new,10,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,13.000,0.000
17c,new,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.000,0.000
17c,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17c,new,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17c,new,14,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
17c,new,15,0.000,0.000,0.000,0.000,4.000,9.000,0.000,4.000,0.000,0.000,0.000,18.000,0.000
17c,new,16,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,9.000,0.000
17c,new,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.000
17c,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17d,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17d,new,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,138.000,5.000,0.000
17d,new,2,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,144.000,4.000,0.000
17d,new,3,0.000,0.000,0.000,0.000,5.000,15.000,0.000,9.000,0.000,0.000,0.000,29.000,0.000
17d,new,4,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,151.000,9.000,0.000
17d,new,5,0.000,0.000,0.000,0.000,3.000,3.000,0.000,0.000,0.000,0.000,109.000,51.000,0.000
17d,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.000,1.000,0.000
17d,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17d,new,8,0.000,0.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,6.000,0.000
17d,new,9,0.000,0.000,0.000,0.000,4.000,13.000,0.000,9.000,0.000,0.000,0.000,19.000,0.000
17d,new,10,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,12.000,0.000
17d,new,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000
17d,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
17d,new,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17d,new,14,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,0.000,4.000,0.000
17d,new,15,0.000,0.000,0.000,0.000,5.000,11.000,0.000,5.000,0.000,0.000,0.000,20.000,0.000
17d,new,16,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,0.000,11.000,0.000
17d,new,17,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,56.000,0.000
17d,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
17e,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17e,new,1,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,187.000,8.000,0.000
17e,new,2,0.000,0.000,0.000,0.000,8.000,18.000,0.000,9.000,0.000,0.000,123.000,29.000,0.000
17e,new,3,0.000,0.000,0.000,0.000,2.000,11.000,0.000,9.000,0.000,0.000,0.000,11.000,0.000
17e,new,4,0.000,0.000,0.000,0.000,4.000,12.000,0.000,7.000,0.000,0.000,141.000,24.000,0.000
17e,new,5,0.000,0.000,0.000,0.000,113.000,234.000,7.000,108.000,4.000,0.000,122.000,638.000,0.000
17e,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.000,75.000,0.000
17e,new,7,0.000,0.000,0.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
17e,new,8,0.000,0.000,0.000,0.000,4.000,11.000,0.000,5.000,0.000,0.000,0.000,20.000,0.000
17e,new,9,0.000,0.000,0.000,0.000,2.000,8.000,0.000,5.000,0.000,0.000,0.000,8.000,0.000
17e,new,10,0.000,0.000,0.000,0.000,4.000,15.000,0.000,11.000,0.000,0.000,0.000,28.000,0.000
17e,new,11,0.000,0.000,0.000,0.000,117.000,255.000,7.000,125.000,4.000,0.000,0.000,669.000,0.000
17e,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,152.000,0.000
17e,new,13,0.000,0.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,4.000,0.000
17e,new,14,0.000,0.000,0.000,0.000,8.000,14.000,0.000,5.000,0.000,0.000,0.000,28.000,0.000
17e,new,15,0.000,0.000,0.000,0.000,5.000,18.000,0.000,13.000,0.000,0.000,0.000,21.000,0.000
17e,new,16,0.000,0.000,0.000,0.000,4.000,18.000,0.000,10.000,3.000,0.000,0.000,40.000,0.000
17e,new,17,0.000,0.000,0.000,0.000,111.000,233.000,4.000,113.000,4.000,0.000,0.000,692.000,0.000
17e,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.000,0.000
17f,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17f,new,1,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,113.000,7.000,0.000
17f,new,2,0.000,0.000,0.000,0.000,7.000,16.000,0.000,9.000,0.000,0.000,117.000,22.000,0.000
17f,new,3,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,125.000,9.000,0.000
17f,new,4,0.000,0.000,0.000,0.000,8.000,19.000,0.000,11.000,0.000,0.000,131.000,31.000,0.000
17f,new,5,0.000,0.000,0.000,0.000,19.000,52.000,0.000,31.000,0.000,0.000,0.000,54.000,0.000
17f,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,163.000,142.000,0.000
17f,new,7,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,4.000,0.000
17f,new,8,0.000,0.000,0.000,0.000,4.000,13.000,0.000,8.000,0.000,0.000,0.000,50.000,0.000
17f,new,9,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,0.000,20.000,0.000
17f,new,10,0.000,0.000,0.000,0.000,4.000,13.000,0.000,9.000,0.000,0.000,0.000,41.000,0.000
17f,new,11,0.000,0.000,0.000,0.000,21.000,54.000,0.000,31.000,0.000,0.000,0.000,57.000,0.000
17f,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.000,0.000
17f,new,13,0.000,0.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000
17f,new,14,0.000,0.000,0.000,0.000,4.000,13.000,0.000,8.000,0.000,0.000,0.000,21.000,0.000
17f,new,15,0.000,0.000,0.000,0.000,1.000,3.000,0.000,2.000,0.000,0.000,0.000,12.000,0.000
17f,new,16,0.000,0.000,0.000,0.000,4.000,13.000,0.000,9.000,0.000,0.000,0.000,30.000,0.000
17f,new,17,0.000,0.000,0.000,0.000,22.000,52.000,1.000,27.000,0.000,0.000,0.000,54.000,0.000
17f,new,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,138.000,0.000
18a,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18a,new,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,141.000,2.000,0.000
18a,new,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000
18a,new,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.000,13.000,0.000
18a,new,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,156.000,2.000,0.000
18a,new,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,148.000,8.000,0.000
18a,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18a,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000
18a,new,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000
18a,new,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000
18a,new,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000
18a,new,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18a,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000
18a,new,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000
18a,new,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000
18a,new,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000
18b,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18b,new,1,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,129.000,1.000,0.000
18b,new,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18b,new,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.000,7.000,0.000
18b,new,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.000,1.000,0.000
18b,new,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.000,1.000,0.000
18b,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
18b,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18b,new,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
18b,new,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
18b,new,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
18b,new,11,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
18b,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18b,new,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
18b,new,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
18b,new,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
18c,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18c,new,1,0.000,0.000,0.000,0.000,5.000,13.000,0.000,7.000,0.000,0.000,121.000,14.000,0.000
18c,new,2,0.000,0.000,0.000,0.000,1.000,6.000,0.000,4.000,0.000,0.000,0.000,8.000,0.000
18c,new,3,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,112.000,5.000,0.000
18c,new,4,0.000,0.000,0.000,0.000,1.000,5.000,0.000,4.000,0.000,0.000,133.000,17.000,0.000
18c,new,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,130.000,6.000,0.000
18c,new,6,0.000,0.000,0.000,0.000,5.000,16.000,0.000,10.000,0.000,0.000,0.000,17.000,0.000
18c,new,7,0.000,0.000,0.000,0.000,1.000,6.000,0.000,4.000,0.000,0.000,0.000,11.000,0.000
18c,new,8,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,4.000,0.000
18c,new,9,0.000,0.000,0.000,0.000,1.000,4.000,0.000,3.000,0.000,0.000,0.000,16.000,0.000
18c,new,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
18c,new,11,0.000,0.000,0.000,0.000,5.000,17.000,0.000,11.000,0.000,0.000,0.000,18.000,0.000
18c,new,12,0.000,0.000,0.000,0.000,1.000,9.000,0.000,7.000,0.000,0.000,0.000,11.000,0.000
18c,new,13,0.000,0.000,0.000,0.000,4.000,5.000,0.000,1.000,0.000,0.000,0.000,7.000,0.000
18c,new,14,0.000,0.000,0.000,0.000,1.000,4.000,0.000,3.000,0.000,0.000,0.000,16.000,0.000
18c,new,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
19a,new,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19a,new,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,134.000,0.000,0.000
19a,new,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.000,4.000,0.000
19a,new,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.000,0.000,0.000
19a,new,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.000,0.000,0.000
19a,new,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19a,new,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108.000,0.000,0.000
19a,new,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,105.000,0.000,0.000
19a,new,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.000,3.000,0.000
19a,new,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19a,new,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
19a,new,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
19a,new,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19a,new,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
